Issue key,Issue id,Parent id,Project key,Project name,Project type,Project lead,Project description,Project url,Custom field (Epic Name),Issue Type,Priority,Summary,Assignee,Custom field (Squad),Custom field (Team),Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Resolution,Custom field (Story Points)
EFDDH-1113,8043913,7922295,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Sub Task,Low,Review task ,geesalan,Black Panther Core,,To Do,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,,,,
EFDDH-1111,8043427,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Platform: CICD Codefresh Factory: seperate codefresh pipeline in seperate tfvars files,nguyt120,,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,3
EFDDH-1108,8034977,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration - ARFCLTEFS_PTY_PIVOT,jillelam,Black Panther Core,,Story in Review,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,3
EFDDH-1105,8034972,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration - PTY_PIVOT_APPGRP1,jillelam,Black Panther Core,,Story in Review,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,3
EFDDH-1104,8034961,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Integrate SMP vault with CodeFresh,nguyt120,,,Backlog,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,,1
EFDDH-1103,8034720,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 - FLAT CNF DAG configuration SBLDGR_PITB_SOURCE,geesalan,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-1102,8034719,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 - FLAT CNF DAG configuration VAL_PIVOT,xavierl,Black Panther Core,,Story in Review,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,,,3
EFDDH-1101,8034716,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration ARFCLTEFS_VAL_SBLDGR,xavierl,Black Panther Core,,Story in Review,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,3
EFDDH-1100,8034715,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration SEC_PIVOT_APPGRP1,xavierl,Black Panther Core,,In Release,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,3
EFDDH-1099,8034713,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration AR_SEC_PIVOT_APPGRP1,xavierl,Black Panther Core,,Story in Progress,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,3
EFDDH-1098,8034711,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration AR_AR_PIVOT,xavierl,Black Panther Core,,Story in Review,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,3
EFDDH-1096,8034702,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 - FLAT CNF DAG configuration ARFCLTEFS_PIVOT,jillelam,Black Panther Core,,Story in Review,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,,,3
EFDDH-1095,8034699,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration AR_PTY_PIVOT_APPGRP1,jillelam,Black Panther Core,,Story in Review,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,,,3
EFDDH-1093,8034690,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Framework: 223 - FLAT CNF DAG configuration AR_PIVOT_APPGRP1,jillelam,Black Panther Core,,Story in Review,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,3
EFDDH-1092,8034315,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,,ARF223 - Change all date time to timestamp - APP_ENV_DATES,xavierl,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,Fixed,1
EFDDH-1091,8033696,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223 - CLVR  -build based on redesign,dabkea,,,Story in Progress,BP: EFDDH Sprint 15,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,1
EFDDH-1090,8032356,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Misc: Onboarding Ankur,gupta118,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,Done,2
EFDDH-1089,8032347,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Build: 223 - make changes to XFM_T vars and XFM_IN./XFM_OUT where required,agarwr11,Black Panther Core,,Story in Progress,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,2
EFDDH-1087,8029020,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Prod Validation : Verify values in CreditLens columns after Prod run,thirunab,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-1086,8028988,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,"ARF223: Build: - DRV2- build end to end models, test and DAGs",geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,Done,3
EFDDH-1085,8028982,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Build: - DRV2- extract SQLs from MD sheet till DBT models ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,,Done,1
EFDDH-1083,8027870,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:IAM: 223 - access to business resources  ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,Done,5
EFDDH-1082,8027361,7904226,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Sub Task,Low,ARF223:Orchestration : FLAT DAG - SubLedger - Orchestration Analysis,geesalan,Black Panther Core,,To Do,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,
EFDDH-1081,8022974,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,"Platform:Build: Update Exiting Pipeline for Dependencies DDL ,DAGSYNC and SET Composer in Dev ",mahajaa4,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,Done,3
EFDDH-1080,8020864,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 - SIT Run 1 for release 4,dabkea,Black Panther Core,,In Test,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,1
EFDDH-1079,8018807,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Create flink document after deployment,nguyt120,,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1078,8018800,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Anz-Fin-DataHuB-GMS: fix CI pipeline,nguyt120,,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1077,8018797,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Anz-Fin-DataHub-Infra: standardize tag format for terraform apply,nguyt120,,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1076,8018791,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Flink application: copy plugins and re-deploy,nguyt120,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,2
EFDDH-1075,8018246,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: FT: ProdBug: Apply SAFE_CAST in IFC layer for all IFCs - Generic,geesalan,Black Panther Core,,To Do,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,5
EFDDH-1074,8017526,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Build: Login Issues with Ab-initio VM,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,1
EFDDH-1073,8017437,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 - FLAT - Finalising the scope with Alex,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1072,8016820,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 - FLAT - Key Insert SQLs,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,Done,1
EFDDH-1071,8014162,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium, Misc: Onboarding Girish,gupta118,Black Panther Core,,Backlog,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,
EFDDH-1070,8010182,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Bug,Medium,ARF223 - Export APPLICATION_ENV_DATES from TD with timestamp format,geesalan,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,Done,3
EFDDH-1069,8009972,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform : Updated the Infra repository terraform code for  Duplicate Table id issue,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,1
EFDDH-1068,8009746,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Build: RBAC Framework: Implementation layer 4 Row Level Access using custom Terraform,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,3
EFDDH-1065,7999884,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Build: RBAC Framework: Implementation layer 3 Column Level Access using Terraform,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,3
EFDDH-1064,7999881,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Post Release activities : Git Flow,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,Done,1
EFDDH-1063,7998557,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Bug,Low,ARF223: ProdBug: Impact Analysis on REGEX BQ converted queries,shaiks5,Black Panther Core,,In Test,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,3
EFDDH-1062,7996872,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223: Prod Implementation : IAM Changes for RegDH SA RSDS-TMPC access,thirunab,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1060,7993861,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,"Create Techdocs page: how to do terraform plan/apply for repos(GMS,Infra)",nguyt120,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,1
EFDDH-1059,7993531,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Deploying flink application in shared GKE,nguyt120,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,5
EFDDH-1058,7993153,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -Invalid ARFCLTEFS_SRC_SYS_CD loaded into ARFCLTEFS_PIVOT for ETL_Id=1237,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,Done,2
EFDDH-1057,7993269,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Misc: RetroAction: Need PROD like environment with PROD like data for data testing and batch testing,awales,,,Backlog,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,,
EFDDH-1056,7987923,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Misc: Onboarding Siva,thiruns1,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,Done,
EFDDH-1055,7987874,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Build: RBAC Framework: Implementation layer 2 using Terraform,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,Done,2
EFDDH-1053,7985110,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 - Increase timeout for CLVR jobs,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,2
EFDDH-1052,7982369,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Retro Action: Ownership of the tasks to complete by the agreed due date by individual assignee as many tasks are slipping the due dates without blockers,kummarip,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,
EFDDH-1051,7982159,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Retro Action: Automatic cleanup scripts in SIT(Data and Storage) and bi-weekly batch run,geesalan,,,Backlog,BP: EFDDH Sprint 17,BP: EFDDH Sprint 20,,,,,,,,,,,,,,,,,,
EFDDH-1050,7982156,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Retro Action: Inform in tech talks or DSU incase away for more than 30mins during business hours and reflect teams/outlook status,kummarip,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,
EFDDH-1049,7982151,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Retro Action: Document team working hours,kummarip,,,Story Done,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,,,Done,
EFDDH-1048,7981886,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Bug,Low,ARF223 - Prod Data Verification - Oct-02,geesalan,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,Done,3
EFDDH-1047,7979909,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223 - Bugfix - Prod rel 3 - to be retrofitted to release branch: Day 0 APP_KEY Insert fix for performance,dabkea,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,Done,1
EFDDH-1046,7979312,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -DAG ENV_DATE Issue in AppGrp1c,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,Done,2
EFDDH-1045,7978480,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 -review DAGs scope vs TD SQLs CNF_INs in scope ,dabkea,Black Panther Core,,To Do,BP: EFDDH Sprint 17,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,,,3
EFDDH-1044,7976997,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: BRS: Nga Tapuwae -review of requirements and solution ,kummarip,Black Panther Core,,Story in Progress,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,2
EFDDH-1043,7974254,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,ARF223:Prod-Bugs: 223 -Performance issues for DAY0 KEY_INS Scripts,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,Done,2
EFDDH-1042,7972738,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223 - Prod Fix - Check query Pef - GROUP_1_TASK_GROUP.cnf_t_CAPILPAU_APPLICATION_DAY0_PIVOT_INS,dabkea,,,Story Done,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,,,,,,,,,Done,1
EFDDH-1041,7972416,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223 - Misc: KT and reverse KT,raja19,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,Done,3
EFDDH-1038,7972022,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,"ARF223 - Prod release 3 - Monitoring, checks",dabkea,,,Story Done,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,,Done,1
EFDDH-1037,7971987,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Build: GMS V2.0: Layer 2 Object level RBAC Design Document and Feasibility Testing,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,,,Done,2
EFDDH-1035,7971963,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform Release: V3.0.0: Release Tagging and Updated Implementation plan,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,,,,Done,1
EFDDH-1034,7968187,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Datahub-Infra: Improve CICD pipelines,nguyt120,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,Done,3
